Course,Previous qualification,Mother's qualification,Father's qualification,Scholarship holder,Curricular units 1st sem (credited),Curricular units 1st sem (grade),Unemployment rate,Inflation rate,GDP,order,value,abs_value,metric,n_train,n_test,seed
0,1,1,1,0,1,0,0,1,0,5,0.5262206148282098,0.5262206148282098,accuracy,3318,1106,42
0,1,1,1,0,1,0,0,0,1,5,0.5289330922242315,0.5289330922242315,accuracy,3318,1106,42
0,1,1,1,0,0,1,1,0,0,5,0.6256781193490054,0.6256781193490054,accuracy,3318,1106,42
0,1,1,1,0,0,1,0,1,0,5,0.6256781193490054,0.6256781193490054,accuracy,3318,1106,42
0,1,1,1,0,0,1,0,0,1,5,0.6347197106690777,0.6347197106690777,accuracy,3318,1106,42
0,1,1,1,0,0,0,1,1,0,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,1,1,1,0,0,0,1,0,1,5,0.5198915009041591,0.5198915009041591,accuracy,3318,1106,42
0,1,1,1,0,0,0,0,1,1,5,0.5180831826401446,0.5180831826401446,accuracy,3318,1106,42
0,1,1,0,1,1,1,0,0,0,5,0.6274864376130199,0.6274864376130199,accuracy,3318,1106,42
0,1,1,0,1,1,0,1,0,0,5,0.5280289330922242,0.5280289330922242,accuracy,3318,1106,42
0,1,1,0,1,1,0,0,1,0,5,0.5244122965641953,0.5244122965641953,accuracy,3318,1106,42
0,1,1,0,1,1,0,0,0,1,5,0.538878842676311,0.538878842676311,accuracy,3318,1106,42
0,1,1,0,1,0,1,1,0,0,5,0.6365280289330922,0.6365280289330922,accuracy,3318,1106,42
0,1,1,0,1,0,1,0,1,0,5,0.6283905967450272,0.6283905967450272,accuracy,3318,1106,42
0,1,1,0,1,0,1,0,0,1,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,1,1,0,1,0,0,1,1,0,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,1,1,0,1,0,0,1,0,1,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,1,1,0,1,0,0,0,1,1,5,0.527124773960217,0.527124773960217,accuracy,3318,1106,42
0,1,1,0,0,1,1,1,0,0,5,0.6365280289330922,0.6365280289330922,accuracy,3318,1106,42
0,1,1,0,0,1,1,0,1,0,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,1,1,0,0,1,1,0,0,1,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,1,1,0,0,1,0,1,1,0,5,0.5180831826401446,0.5180831826401446,accuracy,3318,1106,42
0,1,1,0,0,1,0,1,0,1,5,0.5180831826401446,0.5180831826401446,accuracy,3318,1106,42
0,1,1,0,0,1,0,0,1,1,5,0.5226039783001808,0.5226039783001808,accuracy,3318,1106,42
0,1,1,0,0,0,1,1,1,0,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,1,1,0,0,0,1,1,0,1,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,1,1,0,0,0,1,0,1,1,5,0.6247739602169982,0.6247739602169982,accuracy,3318,1106,42
0,1,1,0,0,0,0,1,1,1,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,1,0,1,1,1,1,0,0,0,5,0.6365280289330922,0.6365280289330922,accuracy,3318,1106,42
0,1,0,1,1,1,0,1,0,0,5,0.5343580470162749,0.5343580470162749,accuracy,3318,1106,42
0,1,0,1,1,1,0,0,1,0,5,0.5379746835443038,0.5379746835443038,accuracy,3318,1106,42
0,1,0,1,1,1,0,0,0,1,5,0.5415913200723327,0.5415913200723327,accuracy,3318,1106,42
0,1,0,1,1,0,1,1,0,0,5,0.6392405063291139,0.6392405063291139,accuracy,3318,1106,42
0,1,0,1,1,0,1,0,1,0,5,0.6283905967450272,0.6283905967450272,accuracy,3318,1106,42
0,1,0,1,1,0,1,0,0,1,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,1,0,1,1,0,0,1,1,0,5,0.5198915009041591,0.5198915009041591,accuracy,3318,1106,42
0,1,0,1,1,0,0,1,0,1,5,0.5226039783001808,0.5226039783001808,accuracy,3318,1106,42
0,1,0,1,1,0,0,0,1,1,5,0.5226039783001808,0.5226039783001808,accuracy,3318,1106,42
0,1,0,1,0,1,1,1,0,0,5,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
0,1,0,1,0,1,1,0,1,0,5,0.6428571428571429,0.6428571428571429,accuracy,3318,1106,42
0,1,0,1,0,1,1,0,0,1,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,1,0,1,0,1,0,1,1,0,5,0.5226039783001808,0.5226039783001808,accuracy,3318,1106,42
0,1,0,1,0,1,0,1,0,1,5,0.5171790235081374,0.5171790235081374,accuracy,3318,1106,42
0,1,0,1,0,1,0,0,1,1,5,0.5117540687160941,0.5117540687160941,accuracy,3318,1106,42
0,1,0,1,0,0,1,1,1,0,5,0.6311030741410488,0.6311030741410488,accuracy,3318,1106,42
0,1,0,1,0,0,1,1,0,1,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,1,0,1,0,0,1,0,1,1,5,0.6274864376130199,0.6274864376130199,accuracy,3318,1106,42
0,1,0,1,0,0,0,1,1,1,5,0.527124773960217,0.527124773960217,accuracy,3318,1106,42
0,1,0,0,1,1,1,1,0,0,5,0.6283905967450272,0.6283905967450272,accuracy,3318,1106,42
0,1,0,0,1,1,1,0,1,0,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,1,0,0,1,1,1,0,0,1,5,0.6401446654611211,0.6401446654611211,accuracy,3318,1106,42
0,1,0,0,1,1,0,1,1,0,5,0.5063291139240507,0.5063291139240507,accuracy,3318,1106,42
0,1,0,0,1,1,0,1,0,1,5,0.5054249547920434,0.5054249547920434,accuracy,3318,1106,42
0,1,0,0,1,1,0,0,1,1,5,0.5117540687160941,0.5117540687160941,accuracy,3318,1106,42
0,1,0,0,1,0,1,1,1,0,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,1,0,0,1,0,1,1,0,1,5,0.6311030741410488,0.6311030741410488,accuracy,3318,1106,42
0,1,0,0,1,0,1,0,1,1,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,1,0,0,1,0,0,1,1,1,5,0.5216998191681737,0.5216998191681737,accuracy,3318,1106,42
0,1,0,0,0,1,1,1,1,0,5,0.6392405063291139,0.6392405063291139,accuracy,3318,1106,42
0,1,0,0,0,1,1,1,0,1,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,1,0,0,0,1,1,0,1,1,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,1,0,0,0,1,0,1,1,1,5,0.5090415913200723,0.5090415913200723,accuracy,3318,1106,42
0,1,0,0,0,0,1,1,1,1,5,0.6347197106690777,0.6347197106690777,accuracy,3318,1106,42
0,0,1,1,1,1,1,0,0,0,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,0,1,1,1,1,0,1,0,0,5,0.5262206148282098,0.5262206148282098,accuracy,3318,1106,42
0,0,1,1,1,1,0,0,1,0,5,0.5280289330922242,0.5280289330922242,accuracy,3318,1106,42
0,0,1,1,1,1,0,0,0,1,5,0.5244122965641953,0.5244122965641953,accuracy,3318,1106,42
0,0,1,1,1,0,1,1,0,0,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,0,1,1,1,0,1,0,1,0,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,0,1,1,1,0,1,0,0,1,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,0,1,1,1,0,0,1,1,0,5,0.5018083182640145,0.5018083182640145,accuracy,3318,1106,42
0,0,1,1,1,0,0,1,0,1,5,0.5027124773960217,0.5027124773960217,accuracy,3318,1106,42
0,0,1,1,1,0,0,0,1,1,5,0.5027124773960217,0.5027124773960217,accuracy,3318,1106,42
0,0,1,1,0,1,1,1,0,0,5,0.6274864376130199,0.6274864376130199,accuracy,3318,1106,42
0,0,1,1,0,1,1,0,1,0,5,0.6292947558770343,0.6292947558770343,accuracy,3318,1106,42
0,0,1,1,0,1,1,0,0,1,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,0,1,1,0,1,0,1,1,0,5,0.49638336347197104,0.49638336347197104,accuracy,3318,1106,42
0,0,1,1,0,1,0,1,0,1,5,0.5,0.5,accuracy,3318,1106,42
0,0,1,1,0,1,0,0,1,1,5,0.49276672694394213,0.49276672694394213,accuracy,3318,1106,42
0,0,1,1,0,0,1,1,1,0,5,0.6211573236889693,0.6211573236889693,accuracy,3318,1106,42
0,0,1,1,0,0,1,1,0,1,5,0.6220614828209765,0.6220614828209765,accuracy,3318,1106,42
0,0,1,1,0,0,1,0,1,1,5,0.620253164556962,0.620253164556962,accuracy,3318,1106,42
0,0,1,1,0,0,0,1,1,1,5,0.49819168173598555,0.49819168173598555,accuracy,3318,1106,42
0,0,1,0,1,1,1,1,0,0,5,0.6301989150090416,0.6301989150090416,accuracy,3318,1106,42
0,0,1,0,1,1,1,0,1,0,5,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,0,1,0,1,1,1,0,0,1,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,0,1,0,1,1,0,1,1,0,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,0,1,0,1,1,0,1,0,1,5,0.5216998191681737,0.5216998191681737,accuracy,3318,1106,42
0,0,1,0,1,1,0,0,1,1,5,0.5289330922242315,0.5289330922242315,accuracy,3318,1106,42
0,0,1,0,1,0,1,1,1,0,5,0.6265822784810127,0.6265822784810127,accuracy,3318,1106,42
0,0,1,0,1,0,1,1,0,1,5,0.6247739602169982,0.6247739602169982,accuracy,3318,1106,42
0,0,1,0,1,0,1,0,1,1,5,0.6265822784810127,0.6265822784810127,accuracy,3318,1106,42
0,0,1,0,1,0,0,1,1,1,5,0.5072332730560579,0.5072332730560579,accuracy,3318,1106,42
0,0,1,0,0,1,1,1,1,0,5,0.6274864376130199,0.6274864376130199,accuracy,3318,1106,42
0,0,1,0,0,1,1,1,0,1,5,0.6311030741410488,0.6311030741410488,accuracy,3318,1106,42
0,0,1,0,0,1,1,0,1,1,5,0.6301989150090416,0.6301989150090416,accuracy,3318,1106,42
0,0,1,0,0,1,0,1,1,1,5,0.49638336347197104,0.49638336347197104,accuracy,3318,1106,42
0,0,1,0,0,0,1,1,1,1,5,0.6184448462929476,0.6184448462929476,accuracy,3318,1106,42
0,0,0,1,1,1,1,1,0,0,5,0.6347197106690777,0.6347197106690777,accuracy,3318,1106,42
0,0,0,1,1,1,1,0,1,0,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,0,0,1,1,1,1,0,0,1,5,0.6374321880650995,0.6374321880650995,accuracy,3318,1106,42
0,0,0,1,1,1,0,1,1,0,5,0.5207956600361664,0.5207956600361664,accuracy,3318,1106,42
0,0,0,1,1,1,0,1,0,1,5,0.5289330922242315,0.5289330922242315,accuracy,3318,1106,42
0,0,0,1,1,1,0,0,1,1,5,0.527124773960217,0.527124773960217,accuracy,3318,1106,42
0,0,0,1,1,0,1,1,1,0,5,0.6220614828209765,0.6220614828209765,accuracy,3318,1106,42
0,0,0,1,1,0,1,1,0,1,5,0.6193490054249547,0.6193490054249547,accuracy,3318,1106,42
0,0,0,1,1,0,1,0,1,1,5,0.6301989150090416,0.6301989150090416,accuracy,3318,1106,42
0,0,0,1,1,0,0,1,1,1,5,0.5189873417721519,0.5189873417721519,accuracy,3318,1106,42
0,0,0,1,0,1,1,1,1,0,5,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
0,0,0,1,0,1,1,1,0,1,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,0,0,1,0,1,1,0,1,1,5,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
0,0,0,1,0,1,0,1,1,1,5,0.49819168173598555,0.49819168173598555,accuracy,3318,1106,42
0,0,0,1,0,0,1,1,1,1,5,0.6247739602169982,0.6247739602169982,accuracy,3318,1106,42
0,0,0,0,1,1,1,1,1,0,5,0.6292947558770343,0.6292947558770343,accuracy,3318,1106,42
0,0,0,0,1,1,1,1,0,1,5,0.6338155515370705,0.6338155515370705,accuracy,3318,1106,42
0,0,0,0,1,1,1,0,1,1,5,0.6320072332730561,0.6320072332730561,accuracy,3318,1106,42
0,0,0,0,1,1,0,1,1,1,5,0.5009041591320073,0.5009041591320073,accuracy,3318,1106,42
0,0,0,0,1,0,1,1,1,1,5,0.6193490054249547,0.6193490054249547,accuracy,3318,1106,42
0,0,0,0,0,1,1,1,1,1,5,0.6292947558770343,0.6292947558770343,accuracy,3318,1106,42
1,1,1,1,1,1,0,0,0,0,6,0.5877034358047016,0.5877034358047016,accuracy,3318,1106,42
1,1,1,1,1,0,1,0,0,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,1,1,1,1,0,0,1,0,0,6,0.5831826401446655,0.5831826401446655,accuracy,3318,1106,42
1,1,1,1,1,0,0,0,1,0,6,0.5895117540687161,0.5895117540687161,accuracy,3318,1106,42
1,1,1,1,1,0,0,0,0,1,6,0.5768535262206148,0.5768535262206148,accuracy,3318,1106,42
1,1,1,1,0,1,1,0,0,0,6,0.6564195298372514,0.6564195298372514,accuracy,3318,1106,42
1,1,1,1,0,1,0,1,0,0,6,0.581374321880651,0.581374321880651,accuracy,3318,1106,42
1,1,1,1,0,1,0,0,1,0,6,0.5750452079566004,0.5750452079566004,accuracy,3318,1106,42
1,1,1,1,0,1,0,0,0,1,6,0.5632911392405063,0.5632911392405063,accuracy,3318,1106,42
1,1,1,1,0,0,1,1,0,0,6,0.6555153707052441,0.6555153707052441,accuracy,3318,1106,42
1,1,1,1,0,0,1,0,1,0,6,0.6528028933092225,0.6528028933092225,accuracy,3318,1106,42
1,1,1,1,0,0,1,0,0,1,6,0.6555153707052441,0.6555153707052441,accuracy,3318,1106,42
1,1,1,1,0,0,0,1,1,0,6,0.5741410488245932,0.5741410488245932,accuracy,3318,1106,42
1,1,1,1,0,0,0,1,0,1,6,0.5641952983725136,0.5641952983725136,accuracy,3318,1106,42
1,1,1,1,0,0,0,0,1,1,6,0.5732368896925859,0.5732368896925859,accuracy,3318,1106,42
1,1,1,0,1,1,1,0,0,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,1,1,0,1,1,0,1,0,0,6,0.581374321880651,0.581374321880651,accuracy,3318,1106,42
1,1,1,0,1,1,0,0,1,0,6,0.5904159132007233,0.5904159132007233,accuracy,3318,1106,42
1,1,1,0,1,1,0,0,0,1,6,0.5786618444846293,0.5786618444846293,accuracy,3318,1106,42
1,1,1,0,1,0,1,1,0,0,6,0.6410488245931284,0.6410488245931284,accuracy,3318,1106,42
1,1,1,0,1,0,1,0,1,0,6,0.6528028933092225,0.6528028933092225,accuracy,3318,1106,42
1,1,1,0,1,0,1,0,0,1,6,0.6555153707052441,0.6555153707052441,accuracy,3318,1106,42
1,1,1,0,1,0,0,1,1,0,6,0.5641952983725136,0.5641952983725136,accuracy,3318,1106,42
1,1,1,0,1,0,0,1,0,1,6,0.569620253164557,0.569620253164557,accuracy,3318,1106,42
1,1,1,0,1,0,0,0,1,1,6,0.5705244122965641,0.5705244122965641,accuracy,3318,1106,42
1,1,1,0,0,1,1,1,0,0,6,0.6654611211573237,0.6654611211573237,accuracy,3318,1106,42
1,1,1,0,0,1,1,0,1,0,6,0.6636528028933092,0.6636528028933092,accuracy,3318,1106,42
1,1,1,0,0,1,1,0,0,1,6,0.6600361663652803,0.6600361663652803,accuracy,3318,1106,42
1,1,1,0,0,1,0,1,1,0,6,0.5732368896925859,0.5732368896925859,accuracy,3318,1106,42
1,1,1,0,0,1,0,1,0,1,6,0.5641952983725136,0.5641952983725136,accuracy,3318,1106,42
1,1,1,0,0,1,0,0,1,1,6,0.5669077757685352,0.5669077757685352,accuracy,3318,1106,42
1,1,1,0,0,0,1,1,1,0,6,0.64376130198915,0.64376130198915,accuracy,3318,1106,42
1,1,1,0,0,0,1,1,0,1,6,0.6446654611211573,0.6446654611211573,accuracy,3318,1106,42
1,1,1,0,0,0,1,0,1,1,6,0.6464737793851718,0.6464737793851718,accuracy,3318,1106,42
1,1,1,0,0,0,0,1,1,1,6,0.5569620253164557,0.5569620253164557,accuracy,3318,1106,42
1,1,0,1,1,1,1,0,0,0,6,0.6609403254972875,0.6609403254972875,accuracy,3318,1106,42
1,1,0,1,1,1,0,1,0,0,6,0.5777576853526221,0.5777576853526221,accuracy,3318,1106,42
1,1,0,1,1,1,0,0,1,0,6,0.5922242314647378,0.5922242314647378,accuracy,3318,1106,42
1,1,0,1,1,1,0,0,0,1,6,0.5904159132007233,0.5904159132007233,accuracy,3318,1106,42
1,1,0,1,1,0,1,1,0,0,6,0.6564195298372514,0.6564195298372514,accuracy,3318,1106,42
1,1,0,1,1,0,1,0,1,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,1,0,1,1,0,1,0,0,1,6,0.6537070524412296,0.6537070524412296,accuracy,3318,1106,42
1,1,0,1,1,0,0,1,1,0,6,0.5795660036166366,0.5795660036166366,accuracy,3318,1106,42
1,1,0,1,1,0,0,1,0,1,6,0.5759493670886076,0.5759493670886076,accuracy,3318,1106,42
1,1,0,1,1,0,0,0,1,1,6,0.5886075949367089,0.5886075949367089,accuracy,3318,1106,42
1,1,0,1,0,1,1,1,0,0,6,0.6627486437613019,0.6627486437613019,accuracy,3318,1106,42
1,1,0,1,0,1,1,0,1,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,1,0,1,0,1,1,0,0,1,6,0.6618444846292948,0.6618444846292948,accuracy,3318,1106,42
1,1,0,1,0,1,0,1,1,0,6,0.5714285714285714,0.5714285714285714,accuracy,3318,1106,42
1,1,0,1,0,1,0,1,0,1,6,0.5714285714285714,0.5714285714285714,accuracy,3318,1106,42
1,1,0,1,0,1,0,0,1,1,6,0.5723327305605787,0.5723327305605787,accuracy,3318,1106,42
1,1,0,1,0,0,1,1,1,0,6,0.6491862567811935,0.6491862567811935,accuracy,3318,1106,42
1,1,0,1,0,0,1,1,0,1,6,0.6546112115732369,0.6546112115732369,accuracy,3318,1106,42
1,1,0,1,0,0,1,0,1,1,6,0.6473779385171791,0.6473779385171791,accuracy,3318,1106,42
1,1,0,1,0,0,0,1,1,1,6,0.5605786618444847,0.5605786618444847,accuracy,3318,1106,42
1,1,0,0,1,1,1,1,0,0,6,0.6455696202531646,0.6455696202531646,accuracy,3318,1106,42
1,1,0,0,1,1,1,0,1,0,6,0.6600361663652803,0.6600361663652803,accuracy,3318,1106,42
1,1,0,0,1,1,1,0,0,1,6,0.6546112115732369,0.6546112115732369,accuracy,3318,1106,42
1,1,0,0,1,1,0,1,1,0,6,0.5759493670886076,0.5759493670886076,accuracy,3318,1106,42
1,1,0,0,1,1,0,1,0,1,6,0.5759493670886076,0.5759493670886076,accuracy,3318,1106,42
1,1,0,0,1,1,0,0,1,1,6,0.5831826401446655,0.5831826401446655,accuracy,3318,1106,42
1,1,0,0,1,0,1,1,1,0,6,0.6546112115732369,0.6546112115732369,accuracy,3318,1106,42
1,1,0,0,1,0,1,1,0,1,6,0.6428571428571429,0.6428571428571429,accuracy,3318,1106,42
1,1,0,0,1,0,1,0,1,1,6,0.6518987341772152,0.6518987341772152,accuracy,3318,1106,42
1,1,0,0,1,0,0,1,1,1,6,0.5732368896925859,0.5732368896925859,accuracy,3318,1106,42
1,1,0,0,0,1,1,1,1,0,6,0.6455696202531646,0.6455696202531646,accuracy,3318,1106,42
1,1,0,0,0,1,1,1,0,1,6,0.6518987341772152,0.6518987341772152,accuracy,3318,1106,42
1,1,0,0,0,1,1,0,1,1,6,0.6446654611211573,0.6446654611211573,accuracy,3318,1106,42
1,1,0,0,0,1,0,1,1,1,6,0.5641952983725136,0.5641952983725136,accuracy,3318,1106,42
1,1,0,0,0,0,1,1,1,1,6,0.6419529837251357,0.6419529837251357,accuracy,3318,1106,42
1,0,1,1,1,1,1,0,0,0,6,0.6681735985533453,0.6681735985533453,accuracy,3318,1106,42
1,0,1,1,1,1,0,1,0,0,6,0.5877034358047016,0.5877034358047016,accuracy,3318,1106,42
1,0,1,1,1,1,0,0,1,0,6,0.5822784810126582,0.5822784810126582,accuracy,3318,1106,42
1,0,1,1,1,1,0,0,0,1,6,0.5822784810126582,0.5822784810126582,accuracy,3318,1106,42
1,0,1,1,1,0,1,1,0,0,6,0.6473779385171791,0.6473779385171791,accuracy,3318,1106,42
1,0,1,1,1,0,1,0,1,0,6,0.6564195298372514,0.6564195298372514,accuracy,3318,1106,42
1,0,1,1,1,0,1,0,0,1,6,0.6537070524412296,0.6537070524412296,accuracy,3318,1106,42
1,0,1,1,1,0,0,1,1,0,6,0.5759493670886076,0.5759493670886076,accuracy,3318,1106,42
1,0,1,1,1,0,0,1,0,1,6,0.5687160940325497,0.5687160940325497,accuracy,3318,1106,42
1,0,1,1,1,0,0,0,1,1,6,0.5750452079566004,0.5750452079566004,accuracy,3318,1106,42
1,0,1,1,0,1,1,1,0,0,6,0.6618444846292948,0.6618444846292948,accuracy,3318,1106,42
1,0,1,1,0,1,1,0,1,0,6,0.6500904159132007,0.6500904159132007,accuracy,3318,1106,42
1,0,1,1,0,1,1,0,0,1,6,0.6537070524412296,0.6537070524412296,accuracy,3318,1106,42
1,0,1,1,0,1,0,1,1,0,6,0.5605786618444847,0.5605786618444847,accuracy,3318,1106,42
1,0,1,1,0,1,0,1,0,1,6,0.5605786618444847,0.5605786618444847,accuracy,3318,1106,42
1,0,1,1,0,1,0,0,1,1,6,0.566003616636528,0.566003616636528,accuracy,3318,1106,42
1,0,1,1,0,0,1,1,1,0,6,0.6455696202531646,0.6455696202531646,accuracy,3318,1106,42
1,0,1,1,0,0,1,1,0,1,6,0.6473779385171791,0.6473779385171791,accuracy,3318,1106,42
1,0,1,1,0,0,1,0,1,1,6,0.6383363471971067,0.6383363471971067,accuracy,3318,1106,42
1,0,1,1,0,0,0,1,1,1,6,0.5605786618444847,0.5605786618444847,accuracy,3318,1106,42
1,0,1,0,1,1,1,1,0,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,0,1,0,1,1,1,0,1,0,6,0.6627486437613019,0.6627486437613019,accuracy,3318,1106,42
1,0,1,0,1,1,1,0,0,1,6,0.6564195298372514,0.6564195298372514,accuracy,3318,1106,42
1,0,1,0,1,1,0,1,1,0,6,0.5768535262206148,0.5768535262206148,accuracy,3318,1106,42
1,0,1,0,1,1,0,1,0,1,6,0.581374321880651,0.581374321880651,accuracy,3318,1106,42
1,0,1,0,1,1,0,0,1,1,6,0.5831826401446655,0.5831826401446655,accuracy,3318,1106,42
1,0,1,0,1,0,1,1,1,0,6,0.6383363471971067,0.6383363471971067,accuracy,3318,1106,42
1,0,1,0,1,0,1,1,0,1,6,0.6392405063291139,0.6392405063291139,accuracy,3318,1106,42
1,0,1,0,1,0,1,0,1,1,6,0.6383363471971067,0.6383363471971067,accuracy,3318,1106,42
1,0,1,0,1,0,0,1,1,1,6,0.5587703435804702,0.5587703435804702,accuracy,3318,1106,42
1,0,1,0,0,1,1,1,1,0,6,0.6573236889692586,0.6573236889692586,accuracy,3318,1106,42
1,0,1,0,0,1,1,1,0,1,6,0.650994575045208,0.650994575045208,accuracy,3318,1106,42
1,0,1,0,0,1,1,0,1,1,6,0.6473779385171791,0.6473779385171791,accuracy,3318,1106,42
1,0,1,0,0,1,0,1,1,1,6,0.5443037974683544,0.5443037974683544,accuracy,3318,1106,42
1,0,1,0,0,0,1,1,1,1,6,0.6283905967450272,0.6283905967450272,accuracy,3318,1106,42
1,0,0,1,1,1,1,1,0,0,6,0.659132007233273,0.659132007233273,accuracy,3318,1106,42
1,0,0,1,1,1,1,0,1,0,6,0.6609403254972875,0.6609403254972875,accuracy,3318,1106,42
1,0,0,1,1,1,1,0,0,1,6,0.6609403254972875,0.6609403254972875,accuracy,3318,1106,42
1,0,0,1,1,1,0,1,1,0,6,0.5786618444846293,0.5786618444846293,accuracy,3318,1106,42
1,0,0,1,1,1,0,1,0,1,6,0.5795660036166366,0.5795660036166366,accuracy,3318,1106,42
1,0,0,1,1,1,0,0,1,1,6,0.5822784810126582,0.5822784810126582,accuracy,3318,1106,42
1,0,0,1,1,0,1,1,1,0,6,0.6518987341772152,0.6518987341772152,accuracy,3318,1106,42
1,0,0,1,1,0,1,1,0,1,6,0.6500904159132007,0.6500904159132007,accuracy,3318,1106,42
1,0,0,1,1,0,1,0,1,1,6,0.6537070524412296,0.6537070524412296,accuracy,3318,1106,42
1,0,0,1,1,0,0,1,1,1,6,0.5678119349005425,0.5678119349005425,accuracy,3318,1106,42
1,0,0,1,0,1,1,1,1,0,6,0.6546112115732369,0.6546112115732369,accuracy,3318,1106,42
1,0,0,1,0,1,1,1,0,1,6,0.6582278481012658,0.6582278481012658,accuracy,3318,1106,42
1,0,0,1,0,1,1,0,1,1,6,0.6528028933092225,0.6528028933092225,accuracy,3318,1106,42
1,0,0,1,0,1,0,1,1,1,6,0.5714285714285714,0.5714285714285714,accuracy,3318,1106,42
1,0,0,1,0,0,1,1,1,1,6,0.6419529837251357,0.6419529837251357,accuracy,3318,1106,42
1,0,0,0,1,1,1,1,1,0,6,0.6491862567811935,0.6491862567811935,accuracy,3318,1106,42
1,0,0,0,1,1,1,1,0,1,6,0.6500904159132007,0.6500904159132007,accuracy,3318,1106,42
1,0,0,0,1,1,1,0,1,1,6,0.6528028933092225,0.6528028933092225,accuracy,3318,1106,42
1,0,0,0,1,1,0,1,1,1,6,0.5669077757685352,0.5669077757685352,accuracy,3318,1106,42
1,0,0,0,1,0,1,1,1,1,6,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
1,0,0,0,0,1,1,1,1,1,6,0.6419529837251357,0.6419529837251357,accuracy,3318,1106,42
0,1,1,1,1,1,1,0,0,0,6,0.6311030741410488,0.6311030741410488,accuracy,3318,1106,42
0,1,1,1,1,1,0,1,0,0,6,0.5244122965641953,0.5244122965641953,accuracy,3318,1106,42
0,1,1,1,1,1,0,0,1,0,6,0.5370705244122965,0.5370705244122965,accuracy,3318,1106,42
0,1,1,1,1,1,0,0,0,1,6,0.5253164556962026,0.5253164556962026,accuracy,3318,1106,42
0,1,1,1,1,0,1,1,0,0,6,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
0,1,1,1,1,0,1,0,1,0,6,0.6419529837251357,0.6419529837251357,accuracy,3318,1106,42
0,1,1,1,1,0,1,0,0,1,6,0.64376130198915,0.64376130198915,accuracy,3318,1106,42
0,1,1,1,1,0,0,1,1,0,6,0.5063291139240507,0.5063291139240507,accuracy,3318,1106,42
0,1,1,1,1,0,0,1,0,1,6,0.5180831826401446,0.5180831826401446,accuracy,3318,1106,42
0,1,1,1,1,0,0,0,1,1,6,0.5126582278481012,0.5126582278481012,accuracy,3318,1106,42
0,1,1,1,0,1,1,1,0,0,6,0.6329113924050633,0.6329113924050633,accuracy,3318,1106,42
0,1,1,1,0,1,1,0,1,0,6,0.635623869801085,0.635623869801085,accuracy,3318,1106,42
0,1,1,1,0,1,1,0,0,1,6,0.6392405063291139,0.6392405063291139,accuracy,3318,1106,42
0,1,1,1,0,1,0,1,1,0,6,0.5144665461121157,0.5144665461121157,accuracy,3318,1106,42
0,1,1,1,0,1,0,1,0,1,6,0.5253164556962026,0.5253164556962026,accuracy,3318,1106,42
0,1,1,1,0,1,0,0,1,1,6,0.5226039783001808,0.5226039783001808,accuracy,3318,1106,42
0,1,1,1,0,0,1,1,1,0,6,0.6311030741410488,0.6311030741410488,accuracy,3318,1106,42
0,1,1,1,0,0,1,1,0,1,6,0.6292947558770343,0.6292947558770343,accuracy,3318,1106,42
